District,Year,Crime_Type,Total,Source
Agra,2016,IPC Crimes,10049,NCRB
Agra,2018,IPC Crimes,11035,NCRB
Agra,2019,IPC Crimes,9899,NCRB
Agra,2020,IPC Crimes,9330,NCRB
Agra,2021,IPC Crimes,9211,NCRB
Agra,2022,IPC Crimes,11515,NCRB
Agra,2023,IPC Crimes,11725,NCRB
Agra,2018,Juvenile IPC,0,NCRB
Agra,2019,Juvenile IPC,0,NCRB
Agra,2020,Juvenile IPC,0,NCRB
Agra,2021,Juvenile IPC,0,NCRB
Agra,2022,Juvenile IPC,0,NCRB
Agra,2023,Juvenile IPC,0,NCRB
Agra,2018,Juvenile SLL,0,NCRB
Agra,2019,Juvenile SLL,0,NCRB
Agra,2020,Juvenile SLL,0,NCRB
Agra,2021,Juvenile SLL,0,NCRB
Agra,2022,Juvenile SLL,0,NCRB
Agra,2023,Juvenile SLL,0,NCRB
Agra,2014,Kidnapping,878,Kaggle
Agra,2015,Kidnapping,959,Kaggle
Agra,2016,Kidnapping,650,Kaggle
Agra,2017,Kidnapping,941,Kaggle
Agra,2018,Kidnapping,215,Kaggle
Agra,2019,Kidnapping,144,Kaggle
Agra,2020,Kidnapping,160,Kaggle
Agra,2021,Kidnapping,1182,Kaggle
Agra,2022,Kidnapping,639,Kaggle
Agra,2023,Kidnapping,256,Kaggle
Agra,2018,Missing Persons,0,NCRB
Agra,2019,Missing Persons,0,NCRB
Agra,2020,Missing Persons,0,NCRB
Agra,2021,Missing Persons,672,NCRB
Agra,2022,Missing Persons,0,NCRB
Agra,2023,Missing Persons,0,NCRB
Agra,2014,Murder,274,Kaggle
Agra,2015,Murder,782,Kaggle
Agra,2016,Murder,354,Kaggle
Agra,2017,Murder,1147,Kaggle
Agra,2018,Murder,616,Kaggle
Agra,2019,Murder,866,Kaggle
Agra,2020,Murder,769,Kaggle
Agra,2021,Murder,578,Kaggle
Agra,2022,Murder,470,Kaggle
Agra,2023,Murder,169,Kaggle
Agra,2014,Rape,863,Kaggle
Agra,2015,Rape,816,Kaggle
Agra,2016,Rape,72,Kaggle
Agra,2017,Rape,39,Kaggle
Agra,2018,Rape,1188,Kaggle
Agra,2019,Rape,373,Kaggle
Agra,2020,Rape,639,Kaggle
Agra,2021,Rape,788,Kaggle
Agra,2022,Rape,771,Kaggle
Agra,2023,Rape,868,Kaggle
Agra,2014,Robbery,275,Kaggle
Agra,2015,Robbery,337,Kaggle
Agra,2016,Robbery,963,Kaggle
Agra,2017,Robbery,944,Kaggle
Agra,2018,Robbery,266,Kaggle
Agra,2019,Robbery,507,Kaggle
Agra,2020,Robbery,902,Kaggle
Agra,2021,Robbery,1042,Kaggle
Agra,2022,Robbery,675,Kaggle
Agra,2023,Robbery,517,Kaggle
Agra,2016,SLL Crimes,6630,NCRB
Agra,2018,SLL Crimes,3755,NCRB
Agra,2019,SLL Crimes,6764,NCRB
Agra,2020,SLL Crimes,3011,NCRB
Agra,2021,SLL Crimes,3551,NCRB
Agra,2022,SLL Crimes,2595,NCRB
Agra,2023,SLL Crimes,2454,NCRB
Agra,2014,Theft,103,Kaggle
Agra,2015,Theft,678,Kaggle
Agra,2016,Theft,800,Kaggle
Agra,2017,Theft,479,Kaggle
Agra,2018,Theft,770,Kaggle
Agra,2019,Theft,793,Kaggle
Agra,2020,Theft,96,Kaggle
Agra,2021,Theft,750,Kaggle
Agra,2022,Theft,1164,Kaggle
Agra,2023,Theft,1128,Kaggle
Aligarh,2014,Assault,133,Kaggle
Aligarh,2015,Assault,992,Kaggle
Aligarh,2016,Assault,428,Kaggle
Aligarh,2017,Assault,668,Kaggle
Aligarh,2018,Assault,452,Kaggle
Aligarh,2019,Assault,108,Kaggle
Aligarh,2020,Assault,319,Kaggle
Aligarh,2021,Assault,326,Kaggle
Aligarh,2022,Assault,580,Kaggle
Aligarh,2023,Assault,453,Kaggle
Aligarh,2014,Burglary,527,Kaggle
Aligarh,2015,Burglary,1113,Kaggle
Aligarh,2016,Burglary,848,Kaggle
Aligarh,2017,Burglary,270,Kaggle
Aligarh,2018,Burglary,284,Kaggle
Aligarh,2019,Burglary,663,Kaggle
Aligarh,2020,Burglary,586,Kaggle
Aligarh,2021,Burglary,862,Kaggle
Aligarh,2022,Burglary,324,Kaggle
Aligarh,2023,Burglary,979,Kaggle
Aligarh,2016,Crimes Against Children,466,NCRB
Aligarh,2018,Crimes Against Children,728,NCRB
Aligarh,2019,Crimes Against Children,653,NCRB
Aligarh,2020,Crimes Against Children,525,NCRB
Aligarh,2021,Crimes Against Children,642,NCRB
Aligarh,2022,Crimes Against Children,728,NCRB
Aligarh,2023,Crimes Against Children,385,NCRB
Aligarh,2016,Crimes Against SCs,144,NCRB
Aligarh,2018,Crimes Against SCs,175,NCRB
Aligarh,2019,Crimes Against SCs,158,NCRB
Aligarh,2020,Crimes Against SCs,171,NCRB
Aligarh,2021,Crimes Against SCs,212,NCRB
Aligarh,2022,Crimes Against SCs,234,NCRB
Aligarh,2023,Crimes Against SCs,266,NCRB
Aligarh,2016,Crimes Against STs,14,NCRB
Aligarh,2016,Crimes Against STs,0,NCRB
Aligarh,2018,Crimes Against STs,0,NCRB
Aligarh,2019,Crimes Against STs,0,NCRB
Aligarh,2020,Crimes Against STs,0,NCRB
Aligarh,2021,Crimes Against STs,0,NCRB
Aligarh,2022,Crimes Against STs,0,NCRB
Aligarh,2023,Crimes Against STs,0,NCRB
Aligarh,2016,Crimes Against Women,1024,NCRB
Aligarh,2018,Crimes Against Women,1497,NCRB
Aligarh,2019,Crimes Against Women,1598,NCRB
Aligarh,2020,Crimes Against Women,1600,NCRB
Aligarh,2021,Crimes Against Women,1860,NCRB
Aligarh,2022,Crimes Against Women,2453,NCRB
Aligarh,2023,Crimes Against Women,1707,NCRB
Aligarh,2018,Cyber Crimes,58,NCRB
Aligarh,2019,Cyber Crimes,155,NCRB
Aligarh,2020,Cyber Crimes,223,NCRB
Aligarh,2021,Cyber Crimes,196,NCRB
Aligarh,2022,Cyber Crimes,154,NCRB
Aligarh,2023,Cyber Crimes,183,NCRB
Aligarh,2014,Cybercrime,678,Kaggle
Aligarh,2015,Cybercrime,585,Kaggle
Aligarh,2016,Cybercrime,520,Kaggle
Aligarh,2017,Cybercrime,149,Kaggle
Aligarh,2018,Cybercrime,186,Kaggle
Aligarh,2019,Cybercrime,1059,Kaggle
Aligarh,2020,Cybercrime,126,Kaggle
Aligarh,2021,Cybercrime,1053,Kaggle
Aligarh,2022,Cybercrime,1004,Kaggle
Aligarh,2023,Cybercrime,124,Kaggle
Aligarh,2014,Dowry Deaths,403,Kaggle
Aligarh,2015,Dowry Deaths,890,Kaggle
Aligarh,2016,Dowry Deaths,418,Kaggle
Aligarh,2017,Dowry Deaths,1102,Kaggle
Aligarh,2018,Dowry Deaths,597,Kaggle
Aligarh,2019,Dowry Deaths,723,Kaggle
Aligarh,2020,Dowry Deaths,942,Kaggle
Aligarh,2021,Dowry Deaths,940,Kaggle
Aligarh,2022,Dowry Deaths,338,Kaggle
Aligarh,2023,Dowry Deaths,251,Kaggle
Aligarh,2014,Fraud,1060,Kaggle
Aligarh,2015,Fraud,1101,Kaggle
Aligarh,2016,Fraud,134,Kaggle
Aligarh,2017,Fraud,124,Kaggle
Aligarh,2018,Fraud,1150,Kaggle
Aligarh,2019,Fraud,916,Kaggle
Aligarh,2020,Fraud,193,Kaggle
Aligarh,2021,Fraud,224,Kaggle
Aligarh,2022,Fraud,874,Kaggle
Aligarh,2023,Fraud,57,Kaggle
Aligarh,2016,IPC Crimes,5984,NCRB
Aligarh,2018,IPC Crimes,6699,NCRB
Aligarh,2019,IPC Crimes,7047,NCRB
Aligarh,2020,IPC Crimes,8451,NCRB
Aligarh,2021,IPC Crimes,9255,NCRB
Aligarh,2022,IPC Crimes,11197,NCRB
Aligarh,2023,IPC Crimes,13777,NCRB
Aligarh,2018,Juvenile IPC,0,NCRB
Aligarh,2019,Juvenile IPC,0,NCRB
Aligarh,2020,Juvenile IPC,0,NCRB
Aligarh,2021,Juvenile IPC,0,NCRB
Aligarh,2022,Juvenile IPC,0,NCRB
Aligarh,2023,Juvenile IPC,0,NCRB
Aligarh,2018,Juvenile SLL,0,NCRB
Aligarh,2019,Juvenile SLL,0,NCRB
Aligarh,2020,Juvenile SLL,0,NCRB
Aligarh,2021,Juvenile SLL,0,NCRB
Aligarh,2022,Juvenile SLL,0,NCRB
Aligarh,2023,Juvenile SLL,0,NCRB
Aligarh,2014,Kidnapping,493,Kaggle
Aligarh,2015,Kidnapping,317,Kaggle
Aligarh,2016,Kidnapping,967,Kaggle
Aligarh,2017,Kidnapping,91,Kaggle
Aligarh,2018,Kidnapping,386,Kaggle
Aligarh,2019,Kidnapping,968,Kaggle
Aligarh,2020,Kidnapping,734,Kaggle
Aligarh,2021,Kidnapping,721,Kaggle
Aligarh,2022,Kidnapping,968,Kaggle
Aligarh,2023,Kidnapping,568,Kaggle
Aligarh,2018,Missing Persons,0,NCRB
Aligarh,2019,Missing Persons,0,NCRB
Aligarh,2020,Missing Persons,0,NCRB
Aligarh,2021,Missing Persons,178,NCRB
Aligarh,2022,Missing Persons,185,NCRB
Aligarh,2023,Missing Persons,0,NCRB
Aligarh,2014,Murder,1058,Kaggle
Aligarh,2015,Murder,28,Kaggle
Aligarh,2016,Murder,463,Kaggle
Aligarh,2017,Murder,354,Kaggle
Aligarh,2018,Murder,720,Kaggle
Aligarh,2019,Murder,420,Kaggle
Aligarh,2020,Murder,815,Kaggle
Aligarh,2021,Murder,1019,Kaggle
Aligarh,2022,Murder,906,Kaggle
Aligarh,2023,Murder,177,Kaggle
Aligarh,2014,Rape,742,Kaggle
Aligarh,2015,Rape,1099,Kaggle
Aligarh,2016,Rape,705,Kaggle
Aligarh,2017,Rape,440,Kaggle
Aligarh,2018,Rape,519,Kaggle
Aligarh,2019,Rape,713,Kaggle
Aligarh,2020,Rape,450,Kaggle
Aligarh,2021,Rape,379,Kaggle
Aligarh,2022,Rape,780,Kaggle
Aligarh,2023,Rape,144,Kaggle
Aligarh,2014,Robbery,773,Kaggle
Aligarh,2015,Robbery,267,Kaggle
Aligarh,2016,Robbery,361,Kaggle
Aligarh,2017,Robbery,768,Kaggle
Aligarh,2018,Robbery,924,Kaggle
Aligarh,2019,Robbery,999,Kaggle
Aligarh,2020,Robbery,580,Kaggle
Aligarh,2021,Robbery,958,Kaggle
Aligarh,2022,Robbery,148,Kaggle
Aligarh,2023,Robbery,1185,Kaggle
Aligarh,2016,SLL Crimes,4254,NCRB
Aligarh,2018,SLL Crimes,5561,NCRB
Aligarh,2019,SLL Crimes,4298,NCRB
Aligarh,2020,SLL Crimes,3446,NCRB
Aligarh,2021,SLL Crimes,12242,NCRB
Aligarh,2022,SLL Crimes,8789,NCRB
Aligarh,2023,SLL Crimes,8671,NCRB
Aligarh,2014,Theft,934,Kaggle
Aligarh,2015,Theft,345,Kaggle
Aligarh,2016,Theft,1113,Kaggle
Aligarh,2017,Theft,284,Kaggle
Aligarh,2018,Theft,106,Kaggle
Aligarh,2019,Theft,648,Kaggle
Aligarh,2020,Theft,664,Kaggle
Aligarh,2021,Theft,339,Kaggle
Aligarh,2022,Theft,815,Kaggle
Aligarh,2023,Theft,856,Kaggle
Allahabad,2016,Crimes Against Children,270,NCRB
Allahabad,2016,Crimes Against SCs,292,NCRB
Allahabad,2016,Crimes Against STs,9,NCRB
Allahabad,2016,Crimes Against STs,0,NCRB
Allahabad,2016,Crimes Against Women,1165,NCRB
Allahabad,2016,IPC Crimes,9737,NCRB
Allahabad,2016,SLL Crimes,4738,NCRB
Ambedkar Nagar,2016,Crimes Against Children,124,NCRB
Ambedkar Nagar,2018,Crimes Against Children,151,NCRB
Ambedkar Nagar,2019,Crimes Against Children,51,NCRB
Ambedkar Nagar,2020,Crimes Against Children,130,NCRB
Ambedkar Nagar,2021,Crimes Against Children,173,NCRB
Ambedkar Nagar,2022,Crimes Against Children,184,NCRB
Ambedkar Nagar,2023,Crimes Against Children,161,NCRB
Ambedkar Nagar,2016,Crimes Against SCs,132,NCRB
Ambedkar Nagar,2018,Crimes Against SCs,9,NCRB
Ambedkar Nagar,2019,Crimes Against SCs,175,NCRB
Ambedkar Nagar,2020,Crimes Against SCs,13,NCRB
Ambedkar Nagar,2021,Crimes Against SCs,177,NCRB
Ambedkar Nagar,2022,Crimes Against SCs,288,NCRB
Ambedkar Nagar,2023,Crimes Against SCs,269,NCRB
Ambedkar Nagar,2016,Crimes Against STs,5,NCRB
Ambedkar Nagar,2016,Crimes Against STs,0,NCRB
Ambedkar Nagar,2018,Crimes Against STs,0,NCRB
Ambedkar Nagar,2019,Crimes Against STs,0,NCRB
Ambedkar Nagar,2020,Crimes Against STs,0,NCRB
Ambedkar Nagar,2021,Crimes Against STs,0,NCRB
Ambedkar Nagar,2022,Crimes Against STs,0,NCRB
Ambedkar Nagar,2023,Crimes Against STs,0,NCRB
Ambedkar Nagar,2016,Crimes Against Women,269,NCRB
Ambedkar Nagar,2018,Crimes Against Women,328,NCRB
Ambedkar Nagar,2019,Crimes Against Women,464,NCRB
Ambedkar Nagar,2020,Crimes Against Women,458,NCRB
Ambedkar Nagar,2021,Crimes Against Women,423,NCRB
Ambedkar Nagar,2022,Crimes Against Women,614,NCRB
Ambedkar Nagar,2023,Crimes Against Women,619,NCRB
Ambedkar Nagar,2018,Cyber Crimes,46,NCRB
Ambedkar Nagar,2019,Cyber Crimes,118,NCRB
Ambedkar Nagar,2020,Cyber Crimes,78,NCRB
Ambedkar Nagar,2021,Cyber Crimes,34,NCRB
Ambedkar Nagar,2022,Cyber Crimes,54,NCRB
Ambedkar Nagar,2023,Cyber Crimes,101,NCRB
Ambedkar Nagar,2016,IPC Crimes,1817,NCRB
Ambedkar Nagar,2018,IPC Crimes,1698,NCRB
Ambedkar Nagar,2019,IPC Crimes,3181,NCRB
Ambedkar Nagar,2020,IPC Crimes,1847,NCRB
Ambedkar Nagar,2021,IPC Crimes,2856,NCRB
Ambedkar Nagar,2022,IPC Crimes,3654,NCRB
Ambedkar Nagar,2023,IPC Crimes,4058,NCRB
Ambedkar Nagar,2018,Juvenile IPC,0,NCRB
Ambedkar Nagar,2019,Juvenile IPC,0,NCRB
Ambedkar Nagar,2020,Juvenile IPC,0,NCRB
Ambedkar Nagar,2021,Juvenile IPC,0,NCRB
Ambedkar Nagar,2022,Juvenile IPC,0,NCRB
Ambedkar Nagar,2023,Juvenile IPC,0,NCRB
Ambedkar Nagar,2018,Juvenile SLL,0,NCRB
Ambedkar Nagar,2019,Juvenile SLL,0,NCRB
Ambedkar Nagar,2020,Juvenile SLL,0,NCRB
Ambedkar Nagar,2021,Juvenile SLL,0,NCRB
Ambedkar Nagar,2022,Juvenile SLL,0,NCRB
Ambedkar Nagar,2023,Juvenile SLL,0,NCRB
Ambedkar Nagar,2018,Missing Persons,0,NCRB
Ambedkar Nagar,2019,Missing Persons,0,NCRB
Ambedkar Nagar,2020,Missing Persons,0,NCRB
Ambedkar Nagar,2021,Missing Persons,89,NCRB
Ambedkar Nagar,2022,Missing Persons,129,NCRB
Ambedkar Nagar,2023,Missing Persons,249,NCRB
Ambedkar Nagar,2016,SLL Crimes,666,NCRB
Ambedkar Nagar,2018,SLL Crimes,1157,NCRB
Ambedkar Nagar,2019,SLL Crimes,1104,NCRB
Ambedkar Nagar,2020,SLL Crimes,1639,NCRB
Ambedkar Nagar,2021,SLL Crimes,1766,NCRB
Ambedkar Nagar,2022,SLL Crimes,4224,NCRB
Ambedkar Nagar,2023,SLL Crimes,6637,NCRB
Amethi,2016,Crimes Against Children,101,NCRB
Amethi,2018,Crimes Against Children,160,NCRB
Amethi,2019,Crimes Against Children,135,NCRB
Amethi,2020,Crimes Against Children,84,NCRB
Amethi,2021,Crimes Against Children,87,NCRB
Amethi,2022,Crimes Against Children,57,NCRB
Amethi,2023,Crimes Against Children,47,NCRB
Amethi,2016,Crimes Against SCs,204,NCRB
Amethi,2018,Crimes Against SCs,289,NCRB
Amethi,2019,Crimes Against SCs,272,NCRB
Amethi,2020,Crimes Against SCs,290,NCRB
Amethi,2021,Crimes Against SCs,346,NCRB
Amethi,2022,Crimes Against SCs,267,NCRB
Amethi,2023,Crimes Against SCs,214,NCRB
Amethi,2016,Crimes Against STs,22,NCRB
Amethi,2016,Crimes Against STs,0,NCRB
Amethi,2018,Crimes Against STs,0,NCRB
Amethi,2019,Crimes Against STs,0,NCRB
Amethi,2020,Crimes Against STs,0,NCRB
Amethi,2021,Crimes Against STs,0,NCRB
Amethi,2022,Crimes Against STs,0,NCRB
Amethi,2023,Crimes Against STs,0,NCRB
Amethi,2016,Crimes Against Women,387,NCRB
Amethi,2018,Crimes Against Women,618,NCRB
Amethi,2019,Crimes Against Women,459,NCRB
Amethi,2020,Crimes Against Women,313,NCRB
Amethi,2021,Crimes Against Women,324,NCRB
Amethi,2022,Crimes Against Women,297,NCRB
Amethi,2023,Crimes Against Women,377,NCRB
Amethi,2018,Cyber Crimes,32,NCRB
Amethi,2019,Cyber Crimes,97,NCRB
Amethi,2020,Cyber Crimes,70,NCRB
Amethi,2021,Cyber Crimes,53,NCRB
Amethi,2022,Cyber Crimes,42,NCRB
Amethi,2023,Cyber Crimes,15,NCRB
Amethi,2016,IPC Crimes,2083,NCRB
Amethi,2018,IPC Crimes,3256,NCRB
Amethi,2019,IPC Crimes,3580,NCRB
Amethi,2020,IPC Crimes,3694,NCRB
Amethi,2021,IPC Crimes,3626,NCRB
Amethi,2022,IPC Crimes,3258,NCRB
Amethi,2023,IPC Crimes,2744,NCRB
Amethi,2018,Juvenile IPC,4,NCRB
Amethi,2019,Juvenile IPC,4,NCRB
Amethi,2020,Juvenile IPC,0,NCRB
Amethi,2021,Juvenile IPC,0,NCRB
Amethi,2022,Juvenile IPC,0,NCRB
Amethi,2023,Juvenile IPC,0,NCRB
Amethi,2018,Juvenile SLL,0,NCRB
Amethi,2019,Juvenile SLL,0,NCRB
Amethi,2020,Juvenile SLL,0,NCRB
Amethi,2021,Juvenile SLL,0,NCRB
Amethi,2022,Juvenile SLL,0,NCRB
Amethi,2023,Juvenile SLL,0,NCRB
Amethi,2018,Missing Persons,0,NCRB
Amethi,2019,Missing Persons,0,NCRB
Amethi,2020,Missing Persons,0,NCRB
Amethi,2021,Missing Persons,60,NCRB
Amethi,2022,Missing Persons,65,NCRB
Amethi,2023,Missing Persons,90,NCRB
Amethi,2016,SLL Crimes,614,NCRB
Amethi,2018,SLL Crimes,852,NCRB
Amethi,2019,SLL Crimes,1389,NCRB
Amethi,2020,SLL Crimes,2033,NCRB
Amethi,2021,SLL Crimes,1329,NCRB
Amethi,2022,SLL Crimes,1670,NCRB
Amethi,2023,SLL Crimes,1772,NCRB
Amroha,2016,Crimes Against Children,94,NCRB
Amroha,2018,Crimes Against Children,99,NCRB
Amroha,2019,Crimes Against Children,45,NCRB
Amroha,2020,Crimes Against Children,60,NCRB
Amroha,2021,Crimes Against Children,66,NCRB
Amroha,2023,Crimes Against Children,77,NCRB
Amroha,2016,Crimes Against SCs,46,NCRB
Amroha,2018,Crimes Against SCs,81,NCRB
Amroha,2019,Crimes Against SCs,63,NCRB
Amroha,2020,Crimes Against SCs,72,NCRB
Amroha,2021,Crimes Against SCs,79,NCRB
Amroha,2023,Crimes Against SCs,93,NCRB
Amroha,2016,Crimes Against STs,2,NCRB
Amroha,2016,Crimes Against STs,0,NCRB
Amroha,2018,Crimes Against STs,0,NCRB
Amroha,2019,Crimes Against STs,0,NCRB
Amroha,2020,Crimes Against STs,0,NCRB
Amroha,2021,Crimes Against STs,0,NCRB
Amroha,2023,Crimes Against STs,0,NCRB
Amroha,2016,Crimes Against Women,641,NCRB
Amroha,2018,Crimes Against Women,464,NCRB
Amroha,2019,Crimes Against Women,404,NCRB
Amroha,2020,Crimes Against Women,424,NCRB
Amroha,2021,Crimes Against Women,497,NCRB
Amroha,2023,Crimes Against Women,474,NCRB
Amroha,2018,Cyber Crimes,28,NCRB
Amroha,2019,Cyber Crimes,26,NCRB
Amroha,2020,Cyber Crimes,41,NCRB
Amroha,2021,Cyber Crimes,31,NCRB
Amroha,2023,Cyber Crimes,46,NCRB
Amroha,2016,IPC Crimes,2298,NCRB
Amroha,2018,IPC Crimes,2398,NCRB
Amroha,2019,IPC Crimes,2779,NCRB
Amroha,2020,IPC Crimes,2946,NCRB
Amroha,2021,IPC Crimes,2698,NCRB
Amroha,2023,IPC Crimes,3954,NCRB
Amroha,2018,Juvenile IPC,0,NCRB
Amroha,2019,Juvenile IPC,0,NCRB
Amroha,2020,Juvenile IPC,0,NCRB
Amroha,2021,Juvenile IPC,0,NCRB
Amroha,2023,Juvenile IPC,20,NCRB
Amroha,2018,Juvenile SLL,0,NCRB
Amroha,2019,Juvenile SLL,0,NCRB
Amroha,2020,Juvenile SLL,0,NCRB
Amroha,2021,Juvenile SLL,0,NCRB
Amroha,2023,Juvenile SLL,5,NCRB
Amroha,2018,Missing Persons,0,NCRB
Amroha,2019,Missing Persons,0,NCRB
Amroha,2020,Missing Persons,0,NCRB
Amroha,2021,Missing Persons,43,NCRB
Amroha,2023,Missing Persons,107,NCRB
Amroha,2016,SLL Crimes,2310,NCRB
Amroha,2018,SLL Crimes,2589,NCRB
Amroha,2019,SLL Crimes,2839,NCRB
Amroha,2020,SLL Crimes,2405,NCRB
Amroha,2021,SLL Crimes,2893,NCRB
Amroha,2023,SLL Crimes,6202,NCRB
Auraiya,2016,Crimes Against Children,107,NCRB
Auraiya,2018,Crimes Against Children,255,NCRB
Auraiya,2019,Crimes Against Children,195,NCRB
Auraiya,2020,Crimes Against Children,126,NCRB
Auraiya,2021,Crimes Against Children,122,NCRB
Auraiya,2022,Crimes Against Children,145,NCRB
Auraiya,2023,Crimes Against Children,145,NCRB
Auraiya,2016,Crimes Against SCs,172,NCRB
Auraiya,2018,Crimes Against SCs,181,NCRB
Auraiya,2019,Crimes Against SCs,146,NCRB
Auraiya,2020,Crimes Against SCs,150,NCRB
Auraiya,2021,Crimes Against SCs,192,NCRB
Auraiya,2022,Crimes Against SCs,221,NCRB
Auraiya,2023,Crimes Against SCs,229,NCRB
Auraiya,2016,Crimes Against STs,0,NCRB
Auraiya,2016,Crimes Against STs,0,NCRB
Auraiya,2018,Crimes Against STs,0,NCRB
Auraiya,2019,Crimes Against STs,0,NCRB
Auraiya,2020,Crimes Against STs,0,NCRB
Auraiya,2021,Crimes Against STs,0,NCRB
Auraiya,2022,Crimes Against STs,0,NCRB
Auraiya,2023,Crimes Against STs,0,NCRB
Auraiya,2016,Crimes Against Women,481,NCRB
Auraiya,2018,Crimes Against Women,641,NCRB
Auraiya,2019,Crimes Against Women,569,NCRB
Auraiya,2020,Crimes Against Women,459,NCRB
Auraiya,2021,Crimes Against Women,558,NCRB
Auraiya,2022,Crimes Against Women,678,NCRB
Auraiya,2023,Crimes Against Women,674,NCRB
Auraiya,2018,Cyber Crimes,53,NCRB
Auraiya,2019,Cyber Crimes,53,NCRB
Auraiya,2020,Cyber Crimes,39,NCRB
Auraiya,2021,Cyber Crimes,34,NCRB
Auraiya,2022,Cyber Crimes,71,NCRB
Auraiya,2023,Cyber Crimes,75,NCRB
Auraiya,2016,IPC Crimes,2523,NCRB
Auraiya,2018,IPC Crimes,2743,NCRB
Auraiya,2019,IPC Crimes,2494,NCRB
Auraiya,2020,IPC Crimes,2528,NCRB
Auraiya,2021,IPC Crimes,2703,NCRB
Auraiya,2022,IPC Crimes,3330,NCRB
Auraiya,2023,IPC Crimes,3690,NCRB
Auraiya,2018,Juvenile IPC,54,NCRB
Auraiya,2019,Juvenile IPC,10,NCRB
Auraiya,2020,Juvenile IPC,5,NCRB
Auraiya,2021,Juvenile IPC,27,NCRB
Auraiya,2022,Juvenile IPC,0,NCRB
Auraiya,2023,Juvenile IPC,0,NCRB
Auraiya,2018,Juvenile SLL,5,NCRB
Auraiya,2019,Juvenile SLL,1,NCRB
Auraiya,2020,Juvenile SLL,5,NCRB
